-0.499245	-0.528888	-0.322388	-0.628065	-0.330681	-0.404512	-0.450710	-0.439956	-0.507115	-0.354812	-0.456339	-0.463790	-0.615135	-0.621884	-0.366502	-0.476586	-0.433528	-0.490169	-0.477767	-0.755201	-0.553413	-0.620235	-0.830655	-0.583106	-0.724430	-0.712930	-0.582635	-0.516459	-0.668908	-0.423376	-0.707310	-0.578947	-0.473729	-0.509086	-0.473246	-0.387592	-0.475484	-0.342831	-0.358462	-0.283025	-0.290613	-0.289476	-0.402280	-0.097552	-0.219313	-0.049960	-0.111508	0.491542	53.113347	108.435005	5.002001	-0.384691	0.060257	-0.358681	-0.272816	-0.127942	0.174769	-0.322554	-0.280020	-0.295663	-0.364611	-0.364820	-0.320641	-0.169823	-0.168748	-0.232904	-0.255851	-0.522957	-0.172675	-0.349589	-0.349731	-0.376453	-0.302547	-0.504435	-0.262358	-0.448538	-0.324319	-0.377209	-0.473049	-0.417004	-0.534119	-0.418498	-0.451819	-0.477613	-0.321425	-0.471675	-0.189783	-0.624840	-0.478459	-0.509573	-0.179713	-0.413656	-0.396108	-0.311444	-0.318096	-0.247822	-0.368009	-0.426367	-0.431539	-0.222257	-0.219366	-0.352489	-0.380020	-0.280923	-0.331677	-0.458122	-0.326569	-0.431933	-0.238341	-0.316160	-0.372253	-0.269196	-0.403066	-0.160517	-0.435229	-0.517168	-0.529078	-0.354594	-0.277613	-0.309277	-0.365164	-0.430218	-0.282927	-0.443987	-0.464821	-0.434395	-0.412776	-0.461626
-0.188585	0.018534	-0.049690	-0.058664	-0.070971	0.004050	-0.268922	-0.105321	-0.032619	0.079723	-0.009815	-0.173111	-0.148631	-0.226310	-0.012885	-0.173918	-0.160830	-0.264425	-0.152123	-0.225760	-0.397598	-0.210674	-0.409107	-0.227492	-0.438745	-0.301372	-0.245003	-0.183821	-0.288319	-0.156672	-0.286760	-0.291265	-0.114119	-0.201424	-0.221528	-0.017991	-0.037951	-0.072132	0.058092	0.103558	0.059007	0.094111	-0.129582	0.216105	0.144294	0.412547	0.276075	1.476527	94.028402	73.475934	3.212760	0.119774	0.383903	0.017912	0.097783	0.356543	0.222691	0.038056	0.100569	0.097913	-0.098907	0.143641	-0.138853	0.271705	0.143909	0.065767	0.049813	-0.120390	0.122000	-0.026941	-0.017094	-0.095763	0.116005	-0.203765	-0.080569	-0.037978	-0.116556	-0.159457	-0.154398	-0.025426	-0.106576	-0.033912	-0.181120	-0.072049	0.042182	-0.218958	0.037959	-0.198297	-0.148818	0.064823	0.178898	-0.183916	-0.026508	0.009206	-0.067377	0.259640	-0.066341	0.056121	-0.262737	0.146345	0.088297	0.086043	0.001568	0.056709	0.020940	-0.000609	-0.163761	-0.115280	0.130261	0.007486	0.017328	-0.024471	0.031469	0.249044	-0.058635	0.109176	-0.163474	0.040981	0.074005	0.068316	0.046395	-0.080597	0.000759	-0.006455	0.031652	-0.080778	-0.198021	-0.070048
-0.475632	-0.384397	-0.433640	-0.438618	-0.264112	-0.336943	-0.553971	-0.339421	-0.457528	-0.174357	-0.262896	-0.631986	-0.421692	-0.637233	-0.319912	-0.387039	-0.419905	-0.424598	-0.361248	-0.544775	-0.569760	-0.530688	-0.669181	-0.570482	-0.597920	-0.715292	-0.539043	-0.412926	-0.643298	-0.458704	-0.698682	-0.624266	-0.416151	-0.518441	-0.456626	-0.292051	-0.285038	-0.385153	-0.183001	-0.124547	-0.208060	-0.184944	-0.336709	-0.008005	-0.082813	0.142484	-0.020962	1.378292	120.242853	37.657419	0.873765	-0.068372	0.026926	-0.414989	-0.214239	0.199367	-0.138282	-0.256983	-0.169494	-0.141182	-0.320020	-0.240309	-0.387938	0.040602	-0.090191	-0.334167	-0.171300	-0.348495	-0.211001	-0.339962	-0.340105	-0.299893	-0.163050	-0.519783	-0.338645	-0.241109	-0.210796	-0.352597	-0.536350	-0.424361	-0.243773	-0.400879	-0.413222	-0.364091	-0.272837	-0.358153	-0.105232	-0.493336	-0.401899	-0.324122	-0.026231	-0.323111	-0.391476	-0.305813	-0.274503	-0.208226	-0.255485	-0.378778	-0.350983	-0.037805	-0.165783	-0.263941	-0.202561	-0.282286	-0.271102	-0.396547	-0.400858	-0.524205	-0.067875	-0.336503	-0.309679	-0.129699	-0.340492	-0.110930	-0.381646	-0.191857	-0.431539	-0.310002	-0.286968	-0.286663	-0.230662	-0.273738	-0.241333	-0.364431	-0.288362	-0.348844	-0.312241	-0.561890
-0.281276	-0.278951	-0.285238	-0.235271	-0.260564	-0.128600	-0.453520	-0.171038	-0.168267	-0.198781	-0.158449	-0.252814	-0.347216	-0.359959	-0.353327	-0.292582	-0.297476	-0.372100	-0.290767	-0.540229	-0.520259	-0.446222	-0.659639	-0.376126	-0.580386	-0.568887	-0.436594	-0.240547	-0.564825	-0.113498	-0.429400	-0.328011	-0.152863	-0.239169	-0.326206	-0.087704	-0.204567	-0.204782	-0.105527	0.020858	0.004279	-0.068509	-0.060434	0.037501	-0.018326	0.343833	0.319249	1.567654	127.010637	19.330297	0.115075	0.211899	-0.015480	-0.182670	-0.051850	0.304812	0.082049	-0.032656	-0.072041	0.025203	-0.197591	-0.057940	-0.328446	0.137057	-0.165564	-0.064885	-0.076843	-0.194099	0.040299	-0.138612	-0.235658	-0.118523	-0.006655	-0.345406	-0.058374	-0.058740	-0.249207	-0.175224	-0.296039	-0.142092	-0.287179	-0.181547	-0.236847	-0.185718	-0.085473	-0.174785	0.010204	-0.236042	-0.248501	-0.140754	-0.082623	-0.281601	-0.217100	-0.187380	-0.217010	0.045072	-0.049141	-0.048557	-0.207575	0.037671	-0.083314	-0.168485	-0.213999	-0.165851	-0.064757	-0.110283	-0.129578	-0.250927	0.074534	-0.160129	-0.094343	-0.189089	-0.109173	0.062448	-0.212265	-0.088409	-0.123296	-0.074686	-0.101602	-0.110289	-0.193149	-0.176285	-0.117905	-0.178066	-0.179919	-0.254387	-0.186815	-0.241659
-0.276737	-0.168518	-0.145834	-0.157805	-0.059222	-0.155030	-0.338092	-0.124541	-0.186705	-0.023413	-0.062002	-0.268255	-0.234785	-0.426349	-0.177960	-0.267064	-0.212018	-0.333595	-0.178336	-0.403822	-0.471764	-0.336788	-0.606149	-0.294664	-0.453970	-0.472440	-0.358129	-0.139105	-0.426420	-0.154914	-0.389897	-0.302493	-0.156316	-0.273591	-0.230758	-0.105143	-0.115113	-0.117326	0.047863	0.099323	0.091735	-0.002032	-0.144807	0.142939	0.071127	0.332388	0.204907	1.343421	117.644546	12.095075	-0.237029	0.196458	0.145902	-0.087222	-0.003355	0.355305	0.087587	0.075779	-0.085484	0.037734	-0.074171	0.150395	-0.164067	0.126611	0.032781	0.081512	0.061562	-0.260489	0.177705	-0.118089	0.041608	-0.134964	-0.060058	-0.219988	0.003107	-0.072183	-0.113799	-0.077778	-0.118673	-0.109581	-0.105817	-0.097088	-0.152388	-0.256104	-0.057958	-0.049367	-0.032210	-0.200534	-0.248958	-0.030321	0.171666	-0.203136	-0.098675	-0.006018	-0.169514	0.081579	-0.108538	-0.145917	-0.134105	0.017234	-0.060794	-0.167943	-0.042627	-0.192281	-0.099179	-0.070779	-0.147017	-0.185449	0.100051	-0.113632	-0.017877	-0.035699	-0.026712	0.073980	-0.059874	-0.039915	-0.100776	-0.115102	-0.042118	-0.023832	-0.016782	-0.153764	-0.049430	-0.149551	-0.026529	-0.236862	-0.215243	-0.272085
-0.019946	-0.089550	-0.201731	-0.263652	-0.103131	-0.098040	-0.181202	-0.161457	-0.234610	-0.017372	-0.004013	-0.290186	-0.155816	-0.308420	-0.152937	-0.184100	-0.240942	-0.220661	-0.191276	-0.424753	-0.342845	-0.281795	-0.509199	-0.371540	-0.397978	-0.357508	-0.287153	-0.225971	-0.537262	-0.239781	-0.412826	-0.431317	-0.196229	-0.358459	-0.230711	-0.165036	-0.195985	-0.215181	-0.165876	-0.062468	-0.066060	-0.003983	-0.113790	0.039090	-0.069685	0.214553	0.152007	0.938873	85.672565	8.324893	-0.116103	0.054647	-0.066838	-0.310951	-0.009302	0.232475	0.036685	0.009892	-0.110412	-0.050131	-0.161037	-0.093314	-0.235948	0.182602	0.022838	-0.068291	-0.033296	-0.187515	0.107822	-0.190969	-0.235068	-0.114936	0.078850	-0.262898	-0.095746	-0.048160	-0.137728	-0.151657	-0.252492	-0.104539	0.025100	-0.122016	-0.316177	-0.283030	-0.081886	-0.085284	0.085719	-0.210477	-0.241917	0.080615	0.055829	-0.129163	-0.051675	0.039983	-0.052584	0.109598	0.067333	0.078906	-0.060132	0.062237	0.115078	0.067869	0.015362	0.122451	0.067701	-0.062740	0.023859	-0.019568	0.316882	0.134168	0.038115	0.136177	0.193116	0.248852	0.035079	0.175917	0.110061	0.227602	0.150736	0.192999	0.201048	0.185944	0.195372	0.043303	0.161330	0.183765	0.182406	0.010679
0.020643	-0.012996	-0.255047	-0.285000	-0.161443	-0.081427	-0.305448	-0.072915	-0.131083	0.038202	-0.082305	-0.123723	-0.199143	-0.268829	-0.053407	-0.081573	-0.174379	-0.189062	-0.055782	-0.289259	-0.321237	-0.195252	-0.525553	-0.196085	-0.429317	-0.386848	-0.366444	-0.147420	-0.354815	-0.088303	-0.278331	-0.293824	0.034171	-0.251935	-0.282029	-0.162409	-0.152399	-0.150616	-0.030382	0.087013	0.031472	-0.091266	-0.150124	0.217541	-0.122002	0.225173	0.183605	0.499942	43.669198	4.768080	-0.087502	0.061270	-0.036239	-0.085547	-0.071610	0.121216	0.001350	0.194337	-0.029862	-0.016535	-0.233335	-0.024753	-0.211343	0.085329	-0.050459	0.024246	-0.094605	-0.058014	0.021538	0.060409	-0.137536	-0.093328	-0.021420	-0.294237	-0.049163	-0.124454	-0.117118	-0.126052	-0.102012	-0.097915	-0.103142	-0.209299	-0.129734	-0.134549	0.004657	-0.035704	0.163271	-0.208848	-0.050479	0.028297	0.132382	-0.289373	0.097806	0.158494	-0.071934	0.074263	-0.088880	0.030584	-0.082480	0.162766	0.057765	0.136430	0.112895	0.122082	0.030368	0.036791	0.034478	0.018025	0.280548	0.144787	0.156626	0.263679	0.109829	0.321409	0.069674	0.171551	0.080720	0.213246	0.194322	0.128693	0.070808	0.296463	0.174024	0.067909	0.239882	0.023555	0.163056	0.119200
-0.099599	0.000628	-0.113551	-0.242405	-0.035931	0.005124	-0.218897	-0.178172	-0.093483	0.096782	0.028222	-0.107101	-0.129575	-0.114346	-0.079743	-0.052964	-0.016899	-0.231382	-0.113086	-0.163747	-0.135785	-0.195614	-0.364076	-0.236407	-0.337771	-0.337260	-0.267905	-0.219710	-0.317214	-0.183570	-0.329642	-0.170310	-0.153005	-0.199350	-0.111562	-0.237696	0.000086	0.012859	0.023202	0.158579	0.019122	-0.123596	-0.120516	0.214182	0.096417	0.278757	0.102324	0.405674	20.297208	2.623862	0.201847	-0.029002	0.034328	-0.112882	-0.011032	0.026949	0.100889	0.023146	0.131614	-0.064849	-0.115815	-0.081058	-0.073843	0.076975	-0.043828	-0.089003	0.054884	-0.187247	0.082115	-0.151741	0.057907	-0.083700	0.065131	-0.264629	-0.021553	-0.101839	-0.150447	-0.171369	-0.208268	-0.083292	-0.008599	-0.044826	-0.215011	-0.087958	-0.106594	-0.071030	0.030042	-0.260159	-0.029862	-0.026011	0.311841	-0.128896	-0.109349	-0.038671	-0.073295	0.115860	0.150518	0.040212	-0.124800	0.100466	0.047413	0.227976	-0.118236	-0.026132	0.112924	0.060405	0.078072	-0.010309	0.183283	0.018551	0.140280	0.148432	0.119457	0.280088	0.102279	0.266094	-0.003558	0.262835	0.179974	0.214245	0.180336	0.304093	0.253582	0.113501	0.225534	0.208008	0.221635	-0.058984
0.008376	-0.020269	-0.280302	-0.245320	-0.103780	-0.148639	-0.247785	-0.131137	-0.162332	0.149811	-0.017649	-0.156969	-0.205417	-0.252126	-0.181558	-0.249684	-0.184648	-0.218313	-0.078039	-0.372456	-0.338500	-0.215511	-0.529828	-0.198363	-0.447578	-0.289226	-0.276813	-0.109737	-0.457991	-0.182489	-0.389500	-0.358040	-0.095979	-0.203264	-0.237354	-0.035815	-0.158672	-0.097948	0.112196	0.071748	-0.021754	0.057306	-0.034519	0.249230	0.140456	0.192925	-0.003488	0.500661	11.079508	1.542026	0.138992	0.014038	-0.017537	-0.273638	-0.074886	-0.153788	0.179892	0.071181	-0.152020	-0.190640	-0.024823	-0.042015	-0.133700	0.188946	-0.142646	-0.141867	0.052968	-0.205147	0.128152	-0.071738	-0.028924	-0.129571	0.037242	-0.323488	-0.067425	0.056086	-0.051464	-0.125333	-0.240154	-0.069224	-0.216309	-0.235552	-0.174968	-0.171791	0.047335	-0.088930	0.014141	-0.148189	-0.104704	0.053992	0.223012	-0.139802	-0.070306	0.041332	-0.045241	0.112945	0.003747	0.120215	-0.039802	0.134514	-0.036421	0.037250	-0.072200	0.134789	0.080039	-0.012440	-0.040726	-0.126111	0.314235	-0.078270	0.046457	0.029633	0.116542	0.340111	0.119345	0.251192	0.058463	0.216963	0.209028	0.133409	0.324275	0.164316	0.288629	-0.017286	0.203638	0.127172	0.279659	0.078961
-0.099566	-0.067272	-0.260372	-0.238376	-0.148785	-0.188649	-0.313769	-0.041277	-0.295249	-0.057032	-0.070646	-0.187988	-0.214457	-0.314114	-0.102687	-0.147836	-0.167715	-0.195385	-0.096071	-0.345532	-0.315572	-0.301475	-0.372036	-0.291320	-0.347728	-0.385180	-0.390749	-0.036860	-0.390109	-0.169551	-0.447491	-0.286162	-0.164960	-0.278239	-0.237403	-0.098802	-0.037843	-0.113982	-0.072669	0.087682	-0.057768	0.059254	-0.123480	0.142287	0.175371	0.294773	0.032427	0.557555	9.433105	1.060458	0.105975	-0.060937	-0.040564	-0.166795	-0.116894	-0.075916	0.236785	0.090112	-0.041181	-0.111769	-0.114783	-0.105002	-0.237646	0.117967	0.016145	-0.097961	0.019951	-0.286116	0.066164	-0.201658	-0.090912	0.001248	0.118111	-0.266594	0.043415	-0.037870	-0.130434	-0.103404	-0.164280	-0.082261	-0.068506	-0.075762	-0.077116	-0.193819	-0.065602	-0.069000	0.046059	-0.279108	-0.129729	0.066929	0.210974	0.000008	0.011563	-0.061615	0.016647	0.156851	-0.005294	-0.145569	-0.229662	0.055544	0.091402	-0.026736	0.080598	-0.038088	0.061008	-0.012489	0.005178	-0.094193	0.193306	-0.005392	0.074379	0.084529	0.087522	0.279122	0.059355	0.129264	-0.011517	0.250879	0.091096	0.196296	0.115434	0.051379	0.175692	0.010636	0.143648	0.016233	0.245643	0.123866
